TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionMonth,TransactionDayOfWeek,TransactionYear,LoginAttempts_Bin
418.02,0,20,0,46,0,110,1,11011.86,6,1,2023,0
292.03,1,22,0,46,1,154,1,951.33,9,0,2023,0
251.4,0,40,0,57,2,178,1,2561.67,7,2,2023,0
184.56,0,41,2,21,3,93,1,1549.27,11,3,2023,0
33.76,0,39,2,26,1,227,1,3253.51,1,0,2023,0
253.46,0,22,0,45,1,60,1,1338.95,5,0,2023,0
899.71625,0,20,0,65,2,173,1,3910.59,7,0,2023,0
138.68,1,7,1,22,3,44,1,206.2,6,2,2023,0
42.56,0,14,2,18,3,146,1,4361.44,7,0,2023,0
680.76,0,18,1,21,3,165,1,572.97,2,0,2023,0
53.83,0,3,1,70,2,131,1,4580.59,5,2,2023,0
11.09,0,5,1,51,1,95,1,2990.05,10,1,2023,0
37.81,0,7,1,63,2,195,1,5208.98,7,0,2023,0
449.18,0,10,2,67,2,50,1,1025.99,12,0,2023,0
899.71625,0,36,0,30,0,250,1,13534.3,9,2,2023,0
297.6,0,25,2,39,0,162,1,1461.17,10,1,2023,0
683.75,0,19,1,32,0,106,1,6333.72,2,0,2023,0
21.4,1,18,2,48,1,129,1,8551.6,2,0,2023,0
315.94,0,29,0,78,2,93,1,4273.99,9,4,2023,0
331.32,0,34,1,61,0,137,5,13054.54,6,0,2023,1
223.76,1,4,1,74,2,110,1,4102.23,8,4,2023,0
216.03,0,4,0,42,0,300,1,10462.77,10,4,2023,0
17.42,0,9,0,74,2,150,1,6851.31,11,2,2023,0
491.91,0,25,2,78,2,155,1,2421.94,1,0,2023,0
350.11,1,33,2,74,2,178,1,4639.04,3,0,2023,0
218.07,0,2,1,23,3,243,1,443.62,11,0,2023,0
291.09,0,12,1,48,1,73,1,6312.79,11,0,2023,0
422.14,1,0,1,26,3,109,1,1436.32,11,4,2023,0
613.21,0,40,0,61,2,157,1,3279.12,3,2,2023,0
73.83,0,19,2,69,0,69,1,6020.29,1,3,2023,0
67.33,0,11,2,59,1,36,1,5925.98,4,3,2023,0
26.92,0,16,0,62,2,43,1,1674.94,5,3,2023,0
18.3,0,23,2,48,1,155,1,3733.52,2,0,2023,0
317.94,0,20,0,54,1,124,1,2996.51,1,2,2023,0
179.38,0,23,2,40,0,173,1,11666.18,3,0,2023,0
899.71625,0,39,2,68,0,139,1,7006.46,5,0,2023,0
13.92,0,20,0,37,1,209,1,2735.84,5,0,2023,0
365.43,0,32,0,25,3,176,1,1073.51,11,3,2023,0
263.59,0,9,1,71,2,16,1,6996.35,1,0,2023,0
54.8,0,0,1,34,1,140,1,4943.49,6,3,2023,0
141.49,0,3,2,24,3,75,1,1665.58,9,2,2023,0
31.39,0,40,0,20,3,15,1,998.49,1,0,2023,0
93.82,0,36,2,39,1,176,1,8422.06,6,0,2023,0
5.71,0,40,1,21,3,106,1,1285.42,12,4,2023,0
178.39,0,40,2,34,1,98,1,8469.43,8,1,2023,0
126.91,0,18,0,22,3,42,1,692.69,8,2,2023,0
36.09,0,8,1,53,0,167,1,12319.26,6,4,2023,0
91.77,0,29,1,51,0,174,1,9240.73,3,2,2023,0
198.92,0,25,2,36,1,100,1,2854.66,10,0,2023,0
137.81,0,11,1,58,1,44,1,2631.47,10,3,2023,0
136.88,1,22,1,24,3,71,1,7465.95,7,1,2023,0
133.07,0,34,1,21,3,155,1,1670.99,9,2,2023,0
1.14,0,16,1,43,0,137,1,13913.92,10,0,2023,0
256.34,0,18,1,69,2,99,1,7471.63,8,0,2023,0
56.11,0,4,1,36,0,109,1,11123.65,3,0,2023,0
118.1,0,13,0,50,1,50,1,7976.6,9,0,2023,0
137.86,1,34,2,66,0,120,1,8046.94,8,0,2023,0
813.78,1,1,0,54,0,55,1,14935.5,8,0,2023,0
237.97,0,8,0,69,0,69,1,13486.15,1,0,2023,0
684.96,0,23,0,21,3,31,1,526.67,1,0,2023,0
878.63,0,8,0,60,1,139,1,4954.37,4,3,2023,0
276.56,0,2,1,68,0,15,1,8942.58,4,0,2023,0
8.75,0,21,0,79,2,199,1,4044.62,6,3,2023,0
637.48,0,7,2,65,2,207,1,4148.85,9,0,2023,0
103.15,0,36,1,51,0,179,1,11388.15,8,2,2023,0
505.6,0,10,1,52,2,183,1,5347.57,2,1,2023,0
371.86,0,24,0,46,0,91,1,1329.45,2,0,2023,0
14.26,0,41,1,50,1,37,1,2475.65,11,0,2023,0
13.16,0,23,1,43,1,98,1,1019.46,5,0,2023,0
167.92,0,22,0,40,0,136,2,14321.73,6,0,2023,1
73.01,0,15,0,56,2,101,1,2833.12,5,1,2023,0
201.5,1,9,2,61,0,196,1,12148.32,7,4,2023,0
150.3,0,19,2,41,0,204,1,14371.08,8,0,2023,0
23.7,0,37,0,46,0,32,1,7947.44,10,3,2023,0
49.59,0,4,1,48,1,147,1,6037.03,8,4,2023,0
720.13,1,29,0,22,3,96,1,387.02,2,1,2023,0
134.92,0,20,2,19,3,101,1,1081.97,10,1,2023,0
116.97,0,28,0,18,3,299,1,729.7,7,2,2023,0
11.06,0,7,0,34,1,13,3,2782.21,11,2,2023,1
88.29,1,15,2,50,1,287,1,5245.93,1,4,2023,0
5.81,0,15,0,25,3,222,1,1290.95,6,4,2023,0
103.48,0,3,0,32,1,33,1,6494.25,1,0,2023,0
156.74,0,28,0,70,2,136,1,4004.35,2,4,2023,0
505.14,0,32,0,68,2,179,1,2525.47,1,1,2023,0
31.06,0,18,0,46,0,61,1,11014.25,11,0,2023,0
7.61,0,1,0,50,0,163,1,6275.0,9,3,2023,0
276.16,1,32,0,53,2,71,1,1733.34,2,0,2023,0
145.77,0,22,0,68,2,237,1,5294.98,4,2,2023,0
369.44,0,11,2,34,1,19,1,5018.67,11,0,2023,0
558.86,0,2,0,60,0,95,1,9844.32,3,2,2023,0
429.15,0,19,1,26,3,218,1,712.13,3,3,2023,0
36.74,0,40,1,33,0,133,1,6217.58,2,0,2023,0
79.14,1,32,2,57,2,22,1,2229.56,4,2,2023,0
132.48,0,5,1,36,1,101,1,9313.05,8,2,2023,0
136.48,0,5,2,52,1,138,4,4618.53,8,0,2023,1
203.76,0,7,1,55,2,37,1,6747.16,10,0,2023,0
750.95,0,6,1,78,2,27,1,5134.37,9,4,2023,0
0.84,0,2,0,52,1,31,1,2207.54,1,0,2024,0
257.18,0,20,2,67,0,28,1,13336.15,7,0,2023,0
767.66,0,38,0,63,0,155,1,1801.69,5,0,2023,0
182.29,0,36,2,54,0,123,1,522.39,5,2,2023,0
184.51,1,32,2,54,0,118,1,9381.64,9,0,2023,0
451.31,0,13,0,62,2,166,5,2963.29,12,0,2023,1
144.1,0,6,1,57,0,30,1,11523.64,7,4,2023,0
72.5,0,13,0,40,0,30,1,12723.62,4,0,2023,0
74.11,1,41,2,69,2,71,4,3920.11,9,4,2023,1
22.15,0,10,1,44,0,73,1,7451.83,5,2,2023,0
777.92,0,2,1,62,0,97,1,7061.58,6,0,2023,0
790.07,0,24,2,28,3,197,1,985.77,5,4,2023,0
406.33,1,24,1,59,1,103,1,4298.34,10,0,2023,0
767.41,0,13,0,56,0,27,1,12799.34,9,3,2023,0
4.58,1,1,2,21,3,135,1,811.24,10,3,2023,0
447.83,1,1,1,53,0,88,1,13273.08,8,1,2023,0
49.67,0,1,2,21,3,146,1,842.94,2,0,2023,0
77.83,1,18,1,49,1,146,1,2471.53,12,2,2023,0
702.87,0,42,0,19,3,184,1,1237.5,6,2,2023,0
133.56,0,1,2,25,3,177,1,783.83,1,1,2023,0
868.05,1,36,2,49,1,119,1,3931.03,1,3,2023,0
52.87,0,16,1,24,3,70,1,960.96,3,4,2023,0
179.0,0,15,0,78,2,121,1,7310.88,9,2,2023,0
899.71625,1,30,2,73,2,37,1,1385.74,6,0,2023,0
384.11,0,13,0,58,2,12,1,7902.52,5,0,2023,0
227.61,0,15,2,71,2,61,1,4405.28,8,0,2023,0
40.83,0,16,0,48,1,24,1,3944.12,8,2,2023,0
19.76,0,26,0,20,3,240,1,1523.04,3,4,2023,0
484.24,0,33,1,67,0,77,1,8042.3,5,0,2023,0
494.66,0,15,2,33,0,110,1,5531.93,6,0,2023,0
301.47,0,7,1,21,3,291,1,560.73,1,3,2023,0
199.09,0,11,2,70,0,89,1,1658.52,5,4,2023,0
38.95,0,20,2,27,1,50,1,731.52,10,2,2023,0
515.94,0,37,0,29,1,37,1,1389.89,12,4,2023,0
41.93,0,14,0,48,1,136,1,5081.26,2,0,2023,0
137.84,0,29,0,27,3,83,1,1000.35,11,0,2023,0
95.35,0,6,2,21,3,131,1,1639.9,7,2,2023,0
93.14,0,22,2,67,2,151,1,5473.82,1,0,2023,0
899.71625,0,27,1,64,0,159,1,1729.26,1,1,2023,0
79.33,1,19,2,51,0,109,1,14798.1,12,2,2023,0
76.89,0,6,0,55,0,132,1,7374.26,5,2,2023,0
233.71,0,17,2,19,3,297,1,1231.98,3,0,2023,0
14.92,0,19,1,26,1,120,1,6611.26,5,0,2023,0
242.17,0,17,0,60,0,147,1,883.72,6,3,2023,0
122.98,0,17,2,79,2,228,1,5055.99,7,0,2023,0
129.35,0,19,0,52,1,130,1,7166.88,8,0,2023,0
138.33,0,9,2,21,3,69,1,232.56,7,4,2023,0
39.31,0,32,2,25,3,178,1,1236.38,10,0,2023,0
91.85,0,39,2,21,3,148,1,802.09,10,0,2023,0
277.7,0,26,1,58,1,107,1,1423.2,6,3,2023,0
114.03,0,32,0,51,0,172,1,13388.56,11,4,2023,0
302.63,1,38,1,27,1,10,1,2801.28,2,1,2023,0
31.19,0,5,0,52,1,74,1,5545.96,4,1,2023,0
112.91,1,40,2,27,1,135,1,4764.48,11,2,2023,0
742.26,0,36,2,27,1,36,1,7868.19,6,1,2023,0
256.8,0,5,0,26,3,80,1,1128.38,2,4,2023,0
378.68,0,13,0,60,0,239,1,7627.04,1,4,2023,0
571.93,0,42,2,52,2,119,1,4026.03,9,2,2023,0
26.31,1,2,2,77,2,163,1,7095.76,8,4,2023,0
205.58,0,32,2,20,3,159,1,1501.95,8,2,2023,0
533.61,0,23,2,48,1,115,1,3656.93,12,2,2023,0
428.62,0,33,1,55,2,72,1,3473.24,6,0,2023,0
361.22,0,33,0,64,2,167,1,7061.73,4,0,2023,0
837.29,0,31,1,25,3,216,1,6012.67,11,0,2023,0
117.25,1,1,2,31,0,73,1,13694.68,4,0,2023,0
135.27,0,1,0,48,0,131,1,9410.51,8,3,2023,0
185.1,0,0,1,53,2,23,1,6115.63,8,1,2023,0
113.54,0,8,2,38,1,273,1,5581.21,9,4,2023,0
354.96,0,13,2,69,0,96,1,6712.94,11,2,2023,0
224.22,0,14,1,53,0,37,1,8400.87,1,0,2023,0
737.1,0,42,0,60,2,92,1,4644.19,7,2,2023,0
223.22,0,13,0,27,3,96,1,1734.22,7,0,2023,0
557.26,0,38,0,69,0,53,1,5237.12,10,2,2023,0
899.71625,0,22,2,33,1,95,1,969.06,2,0,2023,0
27.44,0,4,0,62,2,164,1,5950.48,11,0,2023,0
310.09,0,11,1,36,0,166,1,9962.5,11,4,2023,0
80.38,0,18,2,52,0,116,1,9662.88,3,0,2023,0
26.1,1,11,1,66,0,115,1,5243.0,12,4,2023,0
845.14,1,28,1,73,2,183,1,1702.65,1,0,2023,0
59.73,0,14,0,27,3,56,1,800.93,5,0,2023,0
758.77,0,35,0,60,1,114,1,7231.47,6,4,2023,0
301.51,0,5,0,22,3,284,1,1052.31,2,4,2023,0
418.03,0,2,2,58,0,161,1,10721.29,9,0,2023,0
118.06,1,19,1,32,0,31,1,13560.63,5,2,2023,0
483.92,0,27,0,70,2,115,1,3138.0,10,0,2023,0
78.93,0,23,0,38,0,145,1,9916.24,2,4,2023,0
36.63,0,24,0,75,2,261,1,7941.73,5,3,2023,0
87.85,0,7,1,49,1,63,1,3753.24,12,2,2023,0
899.71625,0,30,2,31,0,55,1,9733.83,7,0,2023,0
705.34,0,42,2,59,0,124,1,5003.22,9,1,2023,0
146.55,0,41,2,54,2,124,5,4087.44,8,3,2023,1
116.89,0,8,2,71,2,226,1,4880.31,11,0,2023,0
106.41,0,20,1,57,2,87,1,1310.38,1,0,2023,0
899.71625,0,4,0,78,2,103,1,2513.51,3,0,2023,0
584.41,0,19,0,23,3,41,1,4475.22,1,0,2023,0
584.98,1,6,1,55,2,121,1,6521.05,6,0,2023,0
79.21,0,7,1,56,2,140,1,1615.04,11,4,2023,0
173.13,1,1,2,20,3,288,1,1490.34,10,3,2023,0
335.7,0,12,0,80,2,57,1,6601.44,1,0,2023,0
899.71625,1,19,2,50,0,109,1,8611.17,11,0,2023,0
422.81,0,20,1,28,3,193,1,1929.28,11,0,2023,0
135.43,0,38,0,57,2,92,1,5315.83,10,4,2023,0
584.88,0,30,0,26,3,121,1,548.45,12,1,2023,0
308.94,0,20,2,25,3,167,1,1931.66,4,0,2023,0
295.93,0,4,1,36,0,117,1,1050.63,2,0,2023,0
899.71625,0,30,2,19,3,50,1,9963.39,8,1,2023,0
77.44,0,42,1,58,2,268,1,1950.63,6,0,2023,0
92.5,1,39,2,40,1,70,1,6295.45,9,0,2023,0
97.74,1,20,2,41,1,137,1,4113.63,9,0,2023,0
291.68,0,8,0,21,3,90,1,1451.02,8,0,2023,0
56.96,0,0,0,22,3,135,1,1597.85,6,0,2023,0
436.8,0,39,2,27,3,92,1,1256.33,7,0,2023,0
259.49,0,2,2,72,2,292,1,7320.61,6,4,2023,0
726.26,0,29,2,57,2,147,1,2150.38,2,0,2023,0
568.68,0,15,0,72,2,101,1,2940.04,4,1,2023,0
77.57,0,1,2,49,0,225,1,12801.93,12,2,2023,0
899.71625,0,4,2,29,1,40,1,4272.41,5,0,2023,0
14.16,1,28,1,74,2,290,1,5399.76,1,0,2023,0
899.71625,1,29,1,61,2,48,1,2467.39,7,4,2023,0
61.33,0,33,0,27,1,129,1,7537.4,9,2,2023,0
27.64,0,27,2,54,1,23,1,7498.51,6,4,2023,0
3.85,0,38,0,29,0,32,1,10506.41,4,0,2023,0
431.22,1,2,1,73,2,129,1,6505.98,4,4,2023,0
178.55,0,15,1,55,1,67,1,7568.4,12,4,2023,0
248.76,0,10,0,18,3,56,1,546.46,5,2,2023,0
76.16,0,37,0,23,3,99,1,1072.25,11,1,2023,0
347.25,0,16,0,69,0,250,1,7273.55,1,0,2023,0
28.04,0,20,0,57,0,146,5,11197.54,2,2,2023,1
325.98,0,42,0,19,3,277,1,782.35,7,3,2023,0
249.56,0,27,1,76,2,246,1,4444.95,11,0,2023,0
17.43,0,0,0,56,0,33,1,10658.88,2,3,2023,0
198.01,1,2,1,26,3,40,1,250.93,4,0,2023,0
585.58,0,33,1,23,3,55,1,1729.02,9,0,2023,0
434.67,1,41,2,27,3,124,1,1298.13,12,1,2023,0
510.7,1,26,2,27,3,294,1,5828.48,6,2,2023,0
331.98,0,10,0,74,2,12,1,7600.99,8,0,2023,0
199.54,0,32,2,56,1,268,1,9603.73,10,1,2023,0
212.97,0,1,2,59,1,178,1,4180.4,11,1,2023,0
270.56,0,30,2,23,3,139,1,1268.44,2,4,2023,0
306.37,0,7,0,26,1,120,1,9609.67,6,1,2023,0
643.02,1,11,0,38,0,85,1,11989.39,10,0,2023,0
98.48,0,24,1,47,1,12,1,9538.92,2,3,2023,0
889.01,0,41,2,36,1,169,1,4826.88,8,1,2023,0
537.86,0,18,2,27,3,134,1,293.06,9,1,2023,0
241.18,0,23,0,25,3,162,1,1445.53,5,1,2023,0
130.54,0,1,0,64,0,94,1,11204.62,4,2,2023,0
800.29,1,36,1,20,3,84,1,693.4,12,0,2023,0
8.81,0,9,2,57,0,165,1,13523.65,5,0,2023,0
28.52,0,11,0,20,3,163,1,662.51,6,4,2023,0
431.31,1,1,2,23,3,99,1,342.73,5,0,2023,0
885.33,1,33,0,47,1,59,1,7764.16,8,1,2023,0
199.23,0,40,0,29,1,54,1,9834.0,9,0,2023,0
42.26,0,33,0,44,0,171,1,268.77,10,3,2023,0
166.06,0,16,0,30,1,172,1,5397.68,7,4,2023,0
357.72,0,24,0,53,2,25,1,7659.5,8,0,2023,0
588.37,0,9,2,28,3,284,1,1926.08,1,3,2023,0
72.82,0,15,2,68,0,127,1,6911.62,11,4,2023,0
162.36,0,40,2,36,1,147,1,7527.04,11,2,2023,0
584.82,1,26,2,43,0,109,1,12071.1,10,1,2023,0
38.15,1,28,2,72,2,129,1,1425.47,10,4,2023,0
477.54,1,37,0,23,3,52,1,1598.63,8,0,2023,0
639.57,0,30,1,60,0,43,1,11726.47,12,0,2023,0
58.23,0,31,2,28,3,34,1,9189.76,7,2,2023,0
776.21,1,33,2,78,2,99,1,4895.87,2,2,2023,0
248.76,0,32,1,21,3,117,1,6178.77,3,0,2023,0
188.61,0,4,2,67,2,26,1,7167.57,1,0,2024,0
675.37,1,17,2,56,2,31,1,4704.91,12,4,2023,0
94.82,1,8,1,67,2,56,1,1267.72,3,1,2023,0
425.18,1,14,2,59,1,135,1,5790.55,2,0,2023,0
50.28,0,28,1,60,1,65,1,5729.1,2,3,2023,0
864.72,1,11,1,34,1,58,1,7379.38,8,4,2023,0
70.68,0,12,2,25,3,105,1,1478.41,11,2,2023,0
261.77,0,6,2,28,3,46,1,824.71,1,3,2023,0
183.22,0,25,0,27,3,63,1,1024.42,10,3,2023,0
58.32,1,21,1,29,1,275,4,6027.49,7,0,2023,1
156.86,0,5,0,51,0,102,1,14453.35,1,0,2023,0
120.67,0,7,0,42,0,233,1,5374.54,12,0,2023,0
308.62,1,34,1,59,1,101,1,9148.08,10,4,2023,0
506.81,0,25,0,59,1,41,1,2757.23,12,2,2023,0
328.39,0,27,0,41,1,108,1,2523.83,11,3,2023,0
796.3,0,2,1,67,2,64,1,1498.79,3,2,2023,0
72.47,0,4,2,29,0,72,1,1305.56,10,1,2023,0
279.6,0,13,0,25,3,131,1,1910.9,5,2,2023,0
304.2,0,16,2,25,3,102,1,423.64,6,3,2023,0
351.38,0,27,1,64,2,21,1,7606.63,6,0,2023,0
86.07,0,9,1,31,0,23,1,842.56,11,0,2023,0
604.5,0,32,0,28,3,80,1,709.42,8,1,2023,0
258.7,0,5,0,27,3,123,1,1358.37,2,2,2023,0
899.71625,0,2,2,61,0,158,1,13538.14,6,2,2023,0
11.46,1,2,1,75,2,64,1,7258.33,1,1,2023,0
63.76,0,35,0,69,2,100,1,4980.26,6,1,2023,0
446.83,1,24,1,55,2,143,1,1623.5,6,0,2023,0
63.54,0,9,0,26,1,136,1,4401.78,5,0,2023,0
81.11,0,5,2,48,1,110,1,2051.37,10,0,2023,0
441.26,1,40,1,58,0,87,5,13704.92,2,0,2023,1
170.96,0,42,1,64,0,69,1,13374.89,12,3,2023,0
48.51,0,2,1,22,3,69,1,3363.23,1,0,2023,0
325.03,0,17,1,60,0,106,1,13521.76,1,2,2023,0
125.83,0,20,0,57,2,138,1,6109.86,5,0,2023,0
506.83,0,16,1,37,1,45,1,9975.79,4,0,2023,0
738.94,0,30,1,41,0,173,1,13856.18,10,0,2023,0
180.36,1,28,2,33,1,55,1,9905.23,5,1,2023,0
225.1,0,4,0,28,3,35,1,1547.71,12,0,2023,0
359.51,0,5,2,79,2,157,1,7153.72,11,3,2023,0
720.46,0,40,1,54,2,44,1,3101.54,12,3,2023,0
899.71625,0,40,0,56,2,104,1,1393.14,2,3,2023,0
291.46,0,24,0,57,2,135,1,7142.53,2,2,2023,0
899.71625,0,19,1,23,3,73,1,325.15,12,0,2023,0
98.24,0,23,2,28,3,148,1,580.66,4,0,2023,0
100.48,1,25,1,18,3,104,1,6149.81,2,4,2023,0
45.9,0,8,1,56,1,264,1,5698.25,7,1,2023,0
258.21,0,35,2,39,0,225,1,9562.41,11,0,2023,0
899.71625,0,19,2,53,1,211,1,2038.31,5,4,2023,0
287.51,0,12,2,22,3,255,1,187.65,5,0,2023,0
501.3,1,35,2,26,1,146,1,8520.08,5,0,2023,0
26.1,0,23,0,27,3,32,1,1435.72,2,4,2023,0
436.77,0,17,0,20,3,176,1,825.69,9,3,2023,0
292.38,0,3,0,68,0,224,1,5803.89,5,0,2023,0
899.71625,0,30,1,53,2,165,1,3134.47,6,2,2023,0
25.29,0,24,2,50,1,125,1,5374.69,7,3,2023,0
123.35,1,3,2,31,0,10,1,6852.16,8,4,2023,0
139.52,0,32,1,23,3,31,1,1570.22,9,4,2023,0
51.2,0,40,2,18,3,83,1,730.6,3,0,2023,0
122.85,1,39,2,47,0,127,3,13185.39,11,2,2023,1
161.38,1,7,2,24,3,101,1,3900.34,11,3,2023,0
2.51,0,3,2,63,2,32,1,4891.56,4,0,2023,0
22.62,0,41,0,64,0,102,1,7682.0,5,2,2023,0
126.83,0,2,1,57,2,39,1,6100.98,2,0,2023,0
46.6,0,11,2,55,0,68,1,1562.9,8,2,2023,0
243.8,0,37,1,57,0,48,1,13732.81,1,1,2023,0
231.51,1,28,1,60,2,96,1,5790.7,8,0,2023,0
175.05,0,37,2,39,1,34,1,1447.35,1,0,2023,0
762.74,0,20,0,64,0,244,1,207.1,5,1,2023,0
34.03,0,20,1,57,1,38,1,3077.2,5,0,2023,0
15.95,0,33,1,25,3,52,1,1983.0,3,1,2023,0
899.71625,0,25,0,57,1,107,1,3120.1,11,4,2023,0
101.51,1,40,2,46,1,199,1,3052.47,3,3,2023,0
309.42,0,14,1,27,1,42,1,8564.46,10,2,2023,0
257.6,1,13,2,59,2,293,1,7950.74,12,0,2023,0
746.78,1,23,1,21,3,64,1,1699.81,11,0,2023,0
82.01,1,34,1,23,3,156,1,287.46,12,0,2023,0
476.99,0,36,2,23,3,187,1,1154.48,1,1,2023,0
320.11,0,12,1,23,3,130,1,4076.48,8,3,2023,0
333.39,0,30,0,68,0,35,1,10628.59,9,0,2023,0
10.3,0,14,0,47,1,197,1,7801.32,12,3,2023,0
737.46,1,0,1,53,0,75,4,634.16,1,1,2023,1
416.55,0,28,2,33,1,73,1,922.96,5,4,2023,0
84.91,0,33,2,18,3,68,1,1671.86,10,0,2023,0
98.95,0,23,1,75,2,73,1,5670.82,12,4,2023,0
18.14,1,25,0,58,2,48,1,6020.85,2,4,2023,0
899.71625,0,8,0,51,0,108,1,6180.3,8,2,2023,0
215.13,0,5,2,46,1,114,1,3956.69,1,3,2023,0
218.57,1,22,1,62,0,102,1,13869.86,10,0,2023,0
341.88,0,2,0,43,1,89,1,4159.52,6,2,2023,0
691.92,0,4,2,19,3,61,1,1084.65,7,0,2023,0
50.43,0,38,1,32,0,51,1,9794.26,7,0,2023,0
440.43,0,7,1,78,2,23,1,5123.24,9,3,2023,0
299.03,0,8,1,39,1,52,1,1381.28,1,3,2023,0
1.98,0,39,0,66,0,170,1,11619.1,12,0,2023,0
173.45,0,30,0,31,1,161,1,9077.62,12,0,2023,0
438.76,0,35,1,22,3,73,1,1824.19,2,0,2023,0
519.62,1,42,2,71,2,40,1,4159.33,11,3,2023,0
738.68,0,6,2,50,0,124,1,14352.33,3,1,2023,0
151.14,0,22,2,64,2,38,1,2156.54,6,3,2023,0
75.77,0,5,1,51,1,148,1,8361.7,8,0,2023,0
444.52,0,21,2,27,1,17,1,5424.6,4,1,2023,0
5.29,0,16,2,52,0,276,1,11263.89,3,2,2023,0
97.63,1,25,2,48,0,127,1,12467.31,5,0,2023,0
256.95,0,36,1,26,1,71,1,2531.24,5,3,2023,0
734.86,1,4,1,48,1,290,1,6242.03,12,4,2023,0
899.71625,0,8,0,36,0,107,2,11565.97,2,1,2023,1
84.28,0,22,1,39,0,142,1,13586.06,6,0,2023,0
899.71625,0,2,0,24,3,95,1,1161.84,8,0,2023,0
202.49,1,41,0,48,1,69,1,7447.1,12,3,2023,0
154.99,0,23,1,25,3,53,1,1419.31,8,0,2023,0
481.53,0,1,1,58,2,277,1,6142.54,9,1,2023,0
172.92,0,24,2,20,3,212,1,416.37,8,0,2023,0
275.59,1,30,1,53,2,238,1,6313.22,10,1,2023,0
207.2,0,8,2,60,1,133,1,8092.94,1,0,2024,0
136.82,0,6,1,31,1,14,1,6229.13,8,4,2023,0
624.0,0,15,1,26,1,132,5,4976.18,2,3,2023,1
179.38,0,6,2,30,1,28,1,8741.51,8,3,2023,0
10.15,0,2,0,59,0,58,5,7155.04,2,3,2023,1
26.3,0,41,0,32,0,33,1,7473.73,12,1,2023,0
319.5,1,41,1,29,1,69,1,2366.3,6,4,2023,0
182.42,0,18,1,51,2,137,1,3051.29,3,2,2023,0
716.62,0,1,0,44,0,241,1,6987.4,4,0,2023,0
222.96,1,14,0,65,0,150,1,7370.41,3,3,2023,0
79.77,0,37,0,68,2,167,1,5010.31,1,0,2023,0
431.08,0,0,1,59,2,25,1,6760.22,7,0,2023,0
592.24,0,40,0,52,0,140,1,9817.05,10,0,2023,0
200.19,1,35,1,52,2,108,1,4389.96,7,1,2023,0
297.5,1,18,1,73,2,80,1,6768.14,3,0,2023,0
345.86,0,29,0,51,2,145,1,1504.64,11,0,2023,0
343.88,0,26,2,63,2,97,1,6486.18,12,0,2023,0
16.52,1,4,2,25,3,135,1,835.53,1,2,2023,0
162.1,0,25,1,41,1,151,1,8576.65,12,2,2023,0
36.12,0,15,2,22,3,234,1,1593.03,11,2,2023,0
354.91,0,4,0,74,2,191,1,3872.55,12,0,2023,0
38.41,0,10,0,40,0,117,1,9129.68,4,1,2023,0
53.52,0,36,1,49,1,55,1,2227.49,3,4,2023,0
498.59,0,30,2,57,2,138,1,2619.46,10,0,2023,0
13.3,0,35,0,23,3,63,1,213.0,6,1,2023,0
189.65,0,5,0,21,3,60,1,8457.09,9,0,2023,0
255.32,0,3,0,80,2,27,1,6290.62,9,2,2023,0
230.51,1,22,1,51,1,56,1,9522.37,2,4,2023,0
237.74,0,40,0,61,0,152,1,11795.12,6,0,2023,0
512.76,0,14,0,52,0,26,1,5121.36,4,1,2023,0
151.37,0,3,0,54,1,53,1,8356.08,4,0,2023,0
85.01,1,32,0,25,3,157,1,1299.4,1,0,2023,0
444.47,0,38,2,57,2,61,1,6062.94,1,0,2023,0
184.19,0,16,0,67,2,58,1,7588.67,4,0,2023,0
879.25,1,22,2,24,3,137,1,125.85,11,1,2023,0
55.98,1,18,1,24,3,87,1,7047.04,9,0,2023,0
54.91,1,8,0,41,1,275,1,7927.27,2,0,2023,0
899.71625,0,2,2,20,3,139,1,1889.78,10,0,2023,0
393.74,0,5,2,26,3,90,1,1769.06,12,0,2023,0
58.94,0,24,2,30,1,26,1,4575.98,1,0,2023,0
515.57,0,8,0,27,1,56,1,9269.67,1,0,2023,0
332.15,0,9,0,59,0,105,1,9749.46,10,0,2023,0
177.94,0,25,2,19,3,173,1,123.24,9,1,2023,0
68.68,0,34,2,49,1,141,1,4718.51,9,0,2023,0
899.71625,0,32,2,20,3,84,1,1171.98,12,0,2023,0
240.03,0,1,2,33,1,31,1,7807.73,2,0,2023,0
168.34,0,31,0,64,2,240,1,7483.01,6,1,2023,0
474.77,0,4,2,46,1,284,1,8494.53,10,4,2023,0
451.7,0,6,2,29,1,103,1,8994.67,3,2,2023,0
243.85,0,29,1,39,1,43,1,4576.78,12,2,2023,0
5.76,0,15,1,38,1,164,1,5859.79,8,0,2023,0
435.08,0,37,2,55,1,78,1,2103.41,7,0,2023,0
127.78,0,24,0,20,3,170,1,1046.66,4,1,2023,0
23.14,1,23,2,47,0,93,1,10536.54,11,2,2023,0
545.87,0,24,1,27,1,41,1,4860.01,1,0,2023,0
21.21,0,26,2,55,1,37,1,9575.42,12,0,2023,0
423.53,1,18,1,50,0,81,1,5453.4,8,3,2023,0
142.1,1,37,2,18,3,109,1,1545.64,6,3,2023,0
899.71625,0,27,0,58,1,199,1,7272.01,11,0,2023,0
114.15,0,1,0,19,3,52,1,1612.4,2,1,2023,0
